"delivery_id","order_id","driver_id","hub_id","delivery_status","route_distance_km","manual_route_override_count","customer_rating_post_delivery","fuel_or_charge_cost","service_type","order_value","pickup_zone","dropoff_zone","priority_level","booking_channel","promised_window_hours"
"DL00454","O00408","D102","H04","OnTime",8.57,0,3.94,18.59,"Parcel",58.75,"North","West","High","App",24
"DL00455","O00914","D094","H01","OnTime",10.3,1,4.14,7,"Retail",217.46,"SOUTH","north","Medium","App",6
"DL00456","O00157","D037","H02","OnTime",26.36,0,4.83,10.84,"Business",60.52,"AIRPORT","North","Low","API",2
"DL00457","O00092","D110","H06","OnTime",14.85,2,4.55,10.8,"Retail",56.53,"SOUTH","East","Medium","Web",6
"DL00458","O00172","D109","H05","Delayed",6.39,0,3.34,10.15,"Passenger",108.19,"East","West","High","App",4
"DL00459","O00831","D005","H01","Failed",9.02,2,2.73,7.17,"Business",130.28,"Riverside","Central","Medium","App",4
"DL00460","O00522","D026","H05","OnTime",14.04,1,3.86,13.03,"Passenger",152.25,"RiverSide","CENTRAL","Medium","Phone",24
"DL00461","O00862","D089","H08","OnTime",18.99,0,4.06,16.11,"Retail",84.14,"East","NORTH","Medium","Phone",4
"DL00462","O00099","D131","H04","OnTime",16.05,4,4.99,15.19,"Retail",75.64,"AIRPORT","EAST","Low","App",12
"DL00463","O00271","D102","H07","OnTime",8.97,0,3.56,12.95,"Passenger",192.54,"WEST","Ctr","Critical","App",4
"DL00464","O01124","D017","H04","OnTime",16.51,0,3.76,9.45,"Business",148.02,"Riverside","South","High","App",4
"DL00465","O00820","D080","H08","OnTime",11.27,0,4.84,13.89,"Passenger",231.32,"Riverside","NORTH","Low","App",6
"DL00466","O00183","D098","H01","OnTime",3.81,0,5,10.68,"Business",11.5,"SOUTH","RiverSide","Critical","App",4
"DL00467","O00511","D078","H05","OnTime",14.94,1,3.76,7.49,"Parcel",150.89,"West","West","High","API",24
"DL00468","O00519","D150","H03","OnTime",19.78,0,3.78,19.89,"Passenger",47.89,"South","RiverSide","Low","Phone",2
"DL00469","O00458","D027","H03","Delayed",12.11,0,3.8,16.42,"Parcel",87.24,"Ctr","East","High","API",12
"DL00470","O00562","D004","H08","OnTime",3.36,2,3.97,13.27,"Passenger",241.72,"EAST","West","Medium",NA,4
"DL00471","O01049","D088","H01","OnTime",17.09,1,4.21,16.47,"Retail",69.8,"West","West","Medium","App",12
"DL00472","O00042","D113","H01","Delayed",10.28,0,3.59,5.13,"Retail",133.72,"Riverside","Ctr","Medium","Phone",24
"DL00473","O00180","D105","H07","OnTime",14.15,7,4.01,6.22,"Parcel",54.32,"CENTRAL","North","Low","Phone",24
"DL00474","O00067","D004","H04","OnTime",2.66,0,4.36,9.21,"Passenger",131.1,"WEST","WEST","Critical","Web",6
"DL00475","O01121","D074","H07","OnTime",3.63,2,4.29,9.74,"Retail",73.49,"CENTRAL","SOUTH","High","App",12
"DL00476","O00849","D094","H07","Delayed",15.93,1,4.07,10.87,"Passenger",230.22,"Airport","NORTH","High","App",4
"DL00477","O00613","D162","H03","Delayed",25.16,1,NA,23.03,"Retail",84.48,"Airport","Central","Low","App",4
"DL00478","O00947","D133","H05","Delayed",9.6,2,1.46,11.77,"Passenger",89.52,"North","North","High","App",4
"DL00479","O00533","D091","H01","Delayed",3.46,0,1,14.35,"Retail",74.26,"Ctr","NORTH","Medium","App",4
"DL00480","O00978","D119","H07","OnTime",24.44,0,4.53,8.9,"Parcel",124.25,"RiverSide","CENTRAL","High","App",24
"DL00481","O01095","D077","H04","OnTime",16.16,1,3.89,22.66,"Business",23.65,"South","AIRPORT","High","Web",6
"DL00482","O00777","D141","H02","Failed",11.35,1,2.32,18.23,"Retail",14.64,"East","Riverside","High","App",6
"DL00483","O00036","D135","H06","Delayed",8.41,0,4.57,9.29,"Parcel",73.14,"Riverside","North","Medium","App",4
"DL00484","O00437","D144","H02","OnTime",21.25,2,3.95,12.17,"Retail",98.88,"Airport","RiverSide","Medium","App",4
"DL00485","O00449","D121","H03","OnTime",16.11,1,1.99,12.64,"Passenger",102.53,"north","AIRPORT","Low","App",2
"DL00486","O00306","D052","H01","Failed",14.52,0,4.61,14.81,"Passenger",42.22,"NORTH","NORTH","Low","Phone",4
"DL00487","O01111","D054","H03","OnTime",12.36,0,4.26,12.09,"Retail",18.03,"SOUTH","north","Low","App",6
"DL00488","O01053","D038","H08","OnTime",3.33,0,NA,10.75,"Passenger",285.05,"EAST","West","Low","App",6
"DL00489","O00911","D130","H02","OnTime",12.53,1,3.28,16.53,"Retail",24.34,"Riverside","Central","High","App",4
"DL00490","O00701","D039","H04","Failed",1.65,1,4.24,10.31,"Parcel",19.97,"East","Riverside","Medium","App",4
"DL00491","O00181","D124","H08","OnTime",33.46,3,4.46,16.73,"Retail",108.19,"AIRPORT","AIRPORT","Critical","API",2
"DL00492","O00035","D100","H06","Failed",9.55,0,1.99,9.2,"Business",209.07,"north","CENTRAL","Medium","Web",4
"DL00493","O00803","D017","H03","OnTime",4.68,0,4.83,11.06,"Retail",60.3,"EAST","Airport","High","App",6
"DL00494","O00322","D072","H08","OnTime",14.05,2,4.29,11.2,"Business",61.55,"Ctr","SOUTH","High","App",4
"DL00495","O01189","D129","H05","OnTime",33.39,2,4.94,19.23,"Parcel",129.6,"Airport","RiverSide","Low","Web",6
"DL00496","O00622","D142","H02","OnTime",7.97,2,4.18,11.59,"Passenger",48.84,"Central","CENTRAL","High","Phone",24
"DL00497","O00192","D083","H08","Failed",12.14,1,3.23,11.88,"Retail",83.79,"Ctr","NORTH","High","App",24
"DL00498","O01205","D091","H08","OnTime",8.6,0,3.75,2.93,"Parcel",65.7,"WEST","NORTH","Low","Web",4
"DL00499","O01144","D053","H01","Delayed",10.41,0,3.5,10.6,"Passenger",17.71,"Riverside","South","Medium","App",4
"DL00500","O00556","D017","H02","OnTime",6.73,1,3.72,11.11,"Business",101.94,"Riverside","Airport","Medium","App",2
"DL00501","O01211","D114","H06","OnTime",9.66,0,4.47,15.25,"Medical",17.36,"SOUTH","SOUTH","Medium","API",24
"DL00502","O01190","D114","H03","OnTime",9.61,3,3.78,6.03,"Parcel",34.37,"East","Central","High","App",4
"DL00503","O00760","D154","H07","OnTime",12.95,0,3.97,10.7,"Medical",108.03,"South","West","Low","API",24
"DL00504","O00679","D023","H08","OnTime",6.55,1,5,12.11,"Medical",74.53,"West","SOUTH","High","Web",24
"DL00505","O00833","D170","H08","Failed",12,3,2.71,12.22,"Parcel",141.48,"Central","Riverside","Medium","App",2
"DL00506","O00094","D077","H05","Delayed",17.37,2,3.11,9.14,"Parcel",62.08,"Airport","NORTH","Medium","Phone",6
"DL00507","O00396","D021","H07","Delayed",15.18,2,2.53,10.76,"Retail",63.67,"CENTRAL","East","Medium","App",12
"DL00508","O00161","D015","H03","OnTime",12.14,0,4.66,14.06,"Parcel",123.09,"South","AIRPORT","High","Phone",12
"DL00509","O00719","D116","H01","Delayed",16.37,0,1,11.37,"Passenger",11.54,"WEST","CENTRAL","Low","Web",2
"DL00510","O00359","D057","H01","OnTime",12.07,0,4.04,18.19,"Passenger",134.58,"EAST","CENTRAL","High","Web",24
"DL00511","O01237","D123","H05","Delayed",9.94,0,1.37,10.76,"Parcel",195.64,"Ctr","East","High","App",12
"DL00512","O00224","D040","H07","Delayed",8.4,3,3.51,11.49,"Parcel",46.15,"NORTH","Central","High","App",24
"DL00513","O00420","D168","H02","Delayed",12.02,0,3.75,18.86,"Business",40.04,"Riverside","EAST","Low","Phone",4
"DL00514","O01250","D165","H03","Delayed",10.32,3,2.35,7.89,"Retail",128.53,"NORTH","East","High","App",1
"DL00515","O00619","D130","H04","Failed",17.55,3,3.24,21,"Retail",86.7,"CENTRAL","NORTH","Medium","App",1
"DL00516","O00337","D141","H01","Delayed",21.23,2,1.57,10.77,"Retail",68.13,"West","AIRPORT","Critical","App",6
"DL00517","O00509","D104","H08","OnTime",14.73,4,4.99,16.75,"Retail",160.38,"East","CENTRAL","Medium","Phone",1
"DL00518","O00984","D041","H06","OnTime",15.41,0,4.92,19.09,"Parcel",79.05,"EAST","WEST","Medium","App",6
"DL00519","O00446","D096","H07","OnTime",29.8,2,NA,10.84,"Passenger",233.36,"Airport","EAST","Medium","Web",12
"DL00520","O00429","D055","H01","Delayed",3.14,1,3.03,11.42,"Passenger",20.27,"RiverSide","South","Medium","App",1
"DL00521","O00606","D038","H08","Failed",5.35,2,2.51,7.1,"Medical",37.75,"Central","West","High","Web",1
"DL00522","O00296","D129","H04","OnTime",10.01,0,4.54,8.94,"Retail",10.85,"South","North","Medium","App",6
"DL00523","O00714","D026","H01","OnTime",2.39,1,4.12,8.78,"Passenger",187.87,"South","NORTH","Low","App",24
"DL00524","O00683","D130","H07","OnTime",16.66,2,4.83,17.68,"Medical",114.16,"EAST","AIRPORT","Medium",NA,6
"DL00525","O00351","D038","H01","OnTime",28.2,2,4.04,19.16,"Parcel",20.77,"AIRPORT","WEST","Medium","Web",1
"DL00526","O01045","D068","H06","Delayed",12.18,0,4.34,10.18,"Parcel",53.78,"Ctr","AIRPORT","High","Web",1
"DL00527","O00913","D108","H07","OnTime",20.7,1,4.58,16.49,"Retail",14.48,"WEST","SOUTH","Low","Phone",6
"DL00528","O00826","D033","H03","OnTime",24.17,2,4.66,20.91,"Parcel",118.93,"Airport","Ctr","Medium","App",4
"DL00529","O00822","D088","H06","Failed",1.2,0,2.64,7.53,"Parcel",55.85,"WEST","SOUTH","Medium","Phone",1
"DL00530","O00756","D095","H01","Failed",30.51,2,2.54,19.5,"Retail",83.09,"Airport","North","Medium","App",24
"DL00531","O00140","D163","H04","OnTime",13.95,0,3.95,16.65,"Passenger",89.5,"NORTH","North","Low","App",4
"DL00532","O00315","D009","H02","OnTime",16.49,1,4.55,10.37,"Parcel",159.29,"north","South","Low","App",4
"DL00533","O00543","D135","H08","Failed",34.15,2,2.69,21.32,"Passenger",68.06,"Airport","RiverSide","Medium","App",4
"DL00534","O00816","D166","H08","OnTime",9.47,0,3.81,6.56,"Passenger",62.91,"EAST","Ctr","Low","Web",12
"DL00535","O01058","D033","H07","OnTime",23.45,3,3.15,18.56,"Retail",179.11,"AIRPORT","WEST","Low","App",6
"DL00536","O01184","D055","H01","Failed",7.04,2,1.07,14.06,"Business",25.61,"RiverSide","West","Medium","Web",12
"DL00537","O00083","D153","H07","OnTime",30.51,1,3.67,9.75,"Medical",127.88,"Airport","SOUTH","Low","App",2
"DL00538","O00682","D141","H07","Delayed",8.55,0,2.66,3.46,"Retail",97.9,"NORTH","Ctr","Low","Phone",2
"DL00539","O01160","D067","H03","OnTime",13.52,0,4.95,10.35,"Parcel",171.67,"Riverside","Airport","High","App",4
"DL00540","O00068","D008","H04","Delayed",16.2,2,3.21,16.04,"Parcel",40.58,"RiverSide","East","Medium","App",2
"DL00541","O01142","D022","H04","OnTime",6.68,1,3.89,8.98,"Retail",91.95,"EAST","West","High","App",24
"DL00542","O00415","D125","H02","OnTime",7.18,0,4.19,5.99,"Retail",19.76,"Ctr","Riverside","Medium","App",4
"DL00543","O00218","D102","H03","OnTime",12.01,0,5,5.87,"Passenger",77.97,"north","West","Critical","App",2
"DL00544","O00345","D154","H08","Delayed",13.93,2,3.17,8.53,"Retail",27.35,"East","CENTRAL","High","Phone",6
"DL00545","O01067","D113","H04","Delayed",12.43,0,5,13.31,"Retail",8.17,"north","West","Low","API",12
"DL00546","O00324","D095","H04","OnTime",8.95,2,4.11,10.57,"Passenger",131.3,"South","Riverside","High","App",1
"DL00547","O00778","D014","H05","OnTime",11.03,0,4.93,14.38,"Parcel",84.4,"north","Ctr","Low","App",4
"DL00548","O00537","D132","H05","Failed",10.4,1,3.34,11.4,"Business",50.23,"Central","Ctr","Medium","Web",6
"DL00549","O00476","D001","H06","OnTime",10.11,0,4.67,14.59,"Passenger",89.17,"WEST","EAST","Low","App",24
"DL00550","O00572","D110","H01","OnTime",14.34,2,4.69,12.06,"Parcel",134.79,"WEST","RiverSide","High","App",4
"DL00551","O00448","D108","H04","OnTime",18.74,3,4.79,21.38,"Medical",68.78,"Central","North","Low","Web",4
"DL00552","O00298","D115","H01","OnTime",1.9,1,4.8,13.26,"Parcel",28.65,"WEST","north","Low","Web",4
"DL00553","O00491","D090","H02","OnTime",13.19,2,4.66,10.34,"Business",41.62,"South","WEST","Critical","App",1
"DL00554","O00709","D117","H04","OnTime",11.59,1,4.69,14.76,"Medical",49.66,"north","AIRPORT","Critical","App",12
"DL00555","O00839","D129","H01","OnTime",6.51,2,3.97,11.19,"Parcel",229.63,"RiverSide","WEST","Low","App",6
"DL00556","O00702","D070","H07","OnTime",5.03,0,3.91,8.15,"Retail",77.66,"EAST","Riverside","Critical","App",4
"DL00557","O00781","D055","H08","OnTime",17.54,2,5,13.31,"Retail",75.82,"north","Ctr","High","Web",12
"DL00558","O00142","D024","H05","Failed",14.64,1,1,18.56,"Retail",83.93,"Ctr","Airport","High","API",12
"DL00559","O00988","D131","H05","Failed",6.97,2,1.92,11.38,"Parcel",43.93,"CENTRAL","RiverSide","Low","App",6
"DL00560","O00077","D127","H08","OnTime",4.49,2,4.38,14.99,"Medical",150.98,"RiverSide","CENTRAL","Low","App",4
"DL00561","O00086","D054","H03","OnTime",7.67,2,3.5,19.2,"Passenger",66.09,"CENTRAL","AIRPORT","High","App",4
"DL00562","O00746","D128","H08","OnTime",13.59,0,3.98,10.51,"Medical",73.76,"north","RiverSide","Low","Web",1
"DL00563","O01238","D093","H02","OnTime",10.07,1,5,12.75,"Passenger",79.85,"South","North","Medium","App",12
"DL00564","O00824","D077","H03","OnTime",18.23,0,4.18,10.05,"Retail",271.33,"SOUTH","EAST","Medium","Web",12
"DL00565","O00344","D151","H06","OnTime",14.95,2,3.82,8.75,"Parcel",104.62,"CENTRAL","North","Medium","API",6
"DL00566","O01226","D162","H03","OnTime",22.66,1,3.7,14.91,"Passenger",131.87,"SOUTH","SOUTH","Medium","App",6
"DL00567","O00918","D142","H03","OnTime",10.47,0,4.8,11.4,"Business",50.49,"Riverside","NORTH","Critical","App",1
"DL00568","O00244","D167","H04","OnTime",11.52,0,5,9.33,"Passenger",225.95,"NORTH","RiverSide","Medium","API",1
"DL00569","O00312","D066","H01","OnTime",20.95,1,4.56,19.6,"Passenger",124.24,"East","East","Medium","App",6
"DL00570","O00319","D017","H08","OnTime",20.67,1,5,9.88,"Business",124.48,"Ctr","AIRPORT","Low","App",24
"DL00571","O00413","D003","H01","OnTime",23.53,3,4.5,14.49,"Passenger",35.52,"Airport","NORTH","Low","App",4
"DL00572","O00905","D002","H08","OnTime",8.35,3,3.96,11.45,"Parcel",63.25,"EAST","Central","Medium","App",6
"DL00573","O01214","D118","H02","OnTime",7.3,1,5,14.05,"Medical",17.33,"CENTRAL","NORTH","High","Phone",4
"DL00574","O00693","D048","H05","Failed",24.31,1,4.63,16.24,"Retail",115.09,"AIRPORT","AIRPORT","Medium","App",2
"DL00575","O01177","D133","H04","OnTime",12.03,2,4.05,10.65,"Parcel",63.29,"Ctr","South","High","App",12
"DL00576","O00483","D133","H08","Failed",13.83,1,5,16.98,"Business",117.11,"Riverside","NORTH","Medium","Phone",1
"DL00577","O00973","D108","H05","OnTime",21.03,1,3.86,12.99,"Parcel",81.56,"Airport","WEST","Low","App",1
"DL00578","O00115","D032","H06","OnTime",11.09,0,4.55,7.9,"Passenger",256.93,"East","north","High","Web",6
"DL00579","O00168","D103","H03","Delayed",14.98,1,3.78,8.97,"Parcel",115.35,"CENTRAL","RiverSide","High","Web",6
"DL00580","O00063","D026","H04","OnTime",15.1,1,4.99,17.2,"Retail",57.56,"SOUTH","AIRPORT","Low","App",12
"DL00581","O00995","D139","H01","OnTime",12.14,4,3.48,16.92,"Passenger",202.67,"Central","West","Medium","Phone",24
"DL00582","O00765","D024","H05","Failed",19.38,2,2.4,22.61,"Retail",60.26,"Ctr","WEST","Medium","App",12
"DL00583","O00064","D015","H01","OnTime",14.6,1,4.53,6.16,"Business",45.43,"Central","RiverSide","High","App",12
"DL00584","O00588","D043","H05","OnTime",23.9,1,3.7,12.24,"Passenger",236.46,"AIRPORT","Airport","Low","Web",4
"DL00585","O00132","D149","H01","Delayed",1.2,1,3.52,10.18,"Passenger",11.07,"Ctr","CENTRAL","Medium","App",2
"DL00586","O01037","D076","H03","OnTime",15.54,0,3.51,12.03,"Passenger",55.58,"South","NORTH","High","Web",6
"DL00587","O00182","D166","H01","OnTime",4.98,1,4.15,3.57,"Passenger",109.03,"WEST","WEST","Medium","Web",2
"DL00588","O00896","D131","H06","Failed",10.09,1,3.18,11.57,"Passenger",50.35,"East","South","Low","App",6
"DL00589","O00940","D141","H01","Delayed",21.39,1,1.93,16.86,"Parcel",99.21,"WEST","West","High","Phone",6
"DL00590","O00229","D112","H07","Delayed",7.56,4,3.44,12.03,"Passenger",33.48,"CENTRAL","Riverside","Medium","App",6
"DL00591","O00792","D087","H01","OnTime",11.26,1,3.22,8.22,"Retail",156.57,"Riverside","SOUTH","Medium","App",4
"DL00592","O00526","D146","H04","OnTime",17.21,2,4.58,20.05,"Parcel",69.63,"Airport","WEST","Low","App",4
"DL00593","O01174","D110","H03","OnTime",10.76,3,5,11.92,"Passenger",104.71,"RiverSide","Airport","Critical","Web",6
"DL00594","O00267","D045","H05","OnTime",32.25,0,4.02,20.99,"Parcel",98.71,"AIRPORT","North","Low","App",6
"DL00595","O01243","D139","H01","OnTime",9.13,2,4.84,13.68,"Retail",113.08,"EAST","Central","Medium","Web",12
"DL00596","O00427","D102","H06","OnTime",16.37,0,4.1,8.58,"Parcel",166.06,"Ctr","WEST","Medium","App",1
"DL00597","O00428","D049","H07","OnTime",1.2,0,4.12,3.74,"Medical",72.42,"West","Airport","High","Web",1
"DL00598","O00753","D056","H02","OnTime",40.68,1,4.66,18.96,"Parcel",176.31,"AIRPORT","RiverSide","High","Web",2
"DL00599","O01150","D133","H01","OnTime",7.34,0,5,4.99,"Passenger",144.76,"north","West","Low","Phone",1
"DL00600","O01099","D039","H07","OnTime",10.4,1,3.91,11.24,"Retail",35.33,"East","Ctr","Critical","App",24
"DL00601","O00538","D166","H08","OnTime",8.52,1,3,10.47,"Business",50.6,"West","Ctr","High","App",1
"DL00602","O00318","D157","H03","Delayed",7.02,1,2.86,11.51,"Retail",84.27,"RiverSide","South","Low","Web",6
"DL00603","O00194","D069","H05","OnTime",15.77,2,4.17,17.07,"Passenger",92.07,"CENTRAL","RiverSide","Low","Web",1
"DL00604","O00294","D064","H07","OnTime",20.21,1,4.67,17.56,"Parcel",82.04,"AIRPORT","AIRPORT","Low","App",1
"DL00605","O00200","D093","H02","OnTime",17.8,0,4.59,9.58,"Passenger",94.52,"Ctr","RiverSide","High",NA,4
"DL00606","O00012","D075","H04","OnTime",13.39,0,4.12,13.11,"Business",135.67,"East","Airport","Medium","App",12
"DL00607","O00473","D119","H01","OnTime",1.35,0,4.72,7.33,"Medical",40.6,"East","Airport","High","App",2
"DL00608","O00357","D143","H01","OnTime",9.33,2,4.24,8.18,"Retail",171.28,"Central","South","Medium","Phone",2
"DL00609","O00934","D062","H01","Failed",17.27,3,2.25,9.71,"Business",80.26,"NORTH","East","Medium","App",4
"DL00610","O00259","D055","H05","OnTime",20.47,2,5,11.93,"Retail",172.55,"South","EAST","High","App",24
"DL00611","O00243","D117","H05","OnTime",12.23,1,3.99,12.18,"Passenger",64.73,"SOUTH","West","Low","Phone",6
"DL00612","O00327","D166","H07","OnTime",8.47,1,4.42,13.57,"Retail",90.61,"NORTH","north","Low","API",4
"DL00613","O00361","D102","H04","OnTime",14.31,2,4.93,15.26,"Business",256.22,"East","South","Low","App",1
"DL00614","O00179","D087","H03","OnTime",12.03,4,3.86,10.54,"Parcel",52.96,"CENTRAL","RiverSide","Medium","Web",12
"DL00615","O00627","D074","H08","Delayed",7.97,2,NA,13.12,"Parcel",67.07,"Central","CENTRAL","Medium","Web",6
"DL00616","O01068","D041","H08","Delayed",13.75,0,2.32,14.94,"Passenger",53.32,"RiverSide","WEST","Low","App",2
"DL00617","O01023","D030","H04","OnTime",13.63,0,4.33,8.71,"Parcel",89.2,"RiverSide","Ctr","Medium",NA,6
"DL00618","O01159","D046","H06","OnTime",14.66,2,4.62,9.48,"Passenger",47.65,"WEST","NORTH","Low","Phone",24
"DL00619","O00589","D146","H08","Failed",9.01,0,3.44,9.46,"Parcel",81.6,"RiverSide","CENTRAL","High","Phone",6
"DL00620","O00642","D117","H04","OnTime",11.79,0,5,14.82,"Retail",24.55,"RiverSide","Airport","High",NA,4
"DL00621","O00838","D044","H07","OnTime",7.52,1,5,14.56,"Passenger",48.73,"Ctr","Central","Low","Web",6
"DL00622","O00939","D036","H04","OnTime",12.19,1,5,10,"Medical",91.71,"South","SOUTH","Critical","App",12
"DL00623","O00751","D166","H03","OnTime",9.76,2,3.82,11.28,"Business",152.61,"NORTH","West","Medium","Phone",4
"DL00624","O00486","D110","H02","OnTime",19.21,0,NA,15.84,"Retail",50.89,"Central","North","High","App",2
"DL00625","O00980","D098","H04","Delayed",19.05,1,1.83,20.54,"Parcel",510.06,"West","Riverside","Medium","App",4
"DL00626","O00088","D082","H05","OnTime",18.51,1,4.57,17.13,"Medical",101.67,"RiverSide","East","Low","App",24
"DL00627","O00695","D142","H06","OnTime",10.41,0,4.25,17.46,"Passenger",92.36,"South","EAST","Low","App",6
"DL00628","O00166","D115","H03","Delayed",10.81,1,4.06,11.58,"Passenger",76.66,"East","South","Medium","App",4
"DL00629","O00987","D057","H08","OnTime",14,1,3.96,7.1,"Retail",115.17,"WEST","Ctr","High","App",24
"DL00630","O00342","D153","H08","OnTime",13.33,0,3.97,5.52,"Passenger",187.9,"north","SOUTH","Low","Web",6
"DL00631","O01083","D124","H01","Delayed",13.35,1,2.82,10.41,"Retail",29.43,"EAST","South","Low","Phone",12
"DL00632","O00498","D076","H07","Delayed",13.26,0,1.74,14.75,"Retail",68.95,"South","Ctr","Medium","Web",4
"DL00633","O00272","D127","H05","OnTime",11.86,2,4.06,13.31,"Retail",55.63,"Riverside","CENTRAL","Medium","App",24
"DL00634","O00245","D077","H02","Delayed",11.96,1,2.3,9.41,"Parcel",21.06,"South","South","Low","App",4
"DL00635","O00516","D053","H06","Failed",13.35,1,3.18,14.1,"Passenger",117.13,"South","East","Medium","App",2
"DL00636","O00880","D054","H04","OnTime",10.04,2,3.89,13.35,"Parcel",51.19,"South","North","Low","App",24
"DL00637","O01069","D011","H08","OnTime",7.12,0,3.8,8.9,"Passenger",18.2,"Central","north","High","App",12
"DL00638","O00749","D091","H05","Delayed",14.19,0,4.22,10.35,"Retail",47.61,"East","RiverSide","Low","App",6
"DL00639","O00090","D053","H07","OnTime",9.72,0,4.45,16.68,"Business",86.48,"RiverSide","SOUTH","Medium","App",4
"DL00640","O00840","D119","H08","OnTime",11.78,2,5,10.44,"Passenger",142.01,"SOUTH","EAST","Medium","Web",6
"DL00641","O00955","D092","H01","Failed",10.48,0,2.54,13.58,"Passenger",50.43,"Central","WEST","Low",NA,4
"DL00642","O00212","D153","H07","OnTime",20.42,1,4.48,14.05,"Parcel",128.36,"EAST","Ctr","High","API",4
"DL00643","O00926","D114","H02","OnTime",13.71,2,4.5,15.88,"Parcel",50.92,"East","EAST","Low","Phone",12
"DL00644","O00585","D097","H01","Failed",6.36,0,3.11,13.31,"Medical",215.96,"SOUTH","RiverSide","Medium","Web",1
"DL00645","O00158","D129","H02","Failed",6.06,2,2.77,13.29,"Business",67.81,"Central","West","High","Phone",24
"DL00646","O00707","D023","H06","OnTime",8.31,0,4.38,4.79,"Parcel",95.62,"CENTRAL","East","Medium","App",4
"DL00647","O00550","D067","H02","OnTime",8.7,1,4.52,10.41,"Business",64.79,"Central","Riverside","Medium","Web",24
"DL00648","O00551","D143","H02","OnTime",9.21,0,4.43,14.38,"Retail",82.67,"Ctr","East","High","Phone",6
"DL00649","O00110","D075","H01","OnTime",9.4,1,5,12.55,"Passenger",72.23,"Central","South","Low","App",4
"DL00650","O00106","D097","H01","OnTime",8.16,0,4.26,11.01,"Business",68.37,"East","Riverside","Low","App",6
"DL00651","O00107","D090","H04","Delayed",6.01,1,3.71,9.58,"Medical",182.35,"RiverSide","Ctr","Low","App",2
"DL00652","O00928","D129","H07","OnTime",14.7,1,3.65,7.18,"Parcel",60.36,"South","AIRPORT","Medium","App",24
"DL00653","O00076","D043","H04","Delayed",12.43,3,2.71,13.03,"Retail",100.62,"Ctr","Riverside","Low","Phone",4
"DL00654","O00897","D078","H04","Failed",17.42,0,2.92,13.13,"Passenger",101.28,"South","WEST","Low","Web",6
"DL00655","O01222","D156","H08","OnTime",12.34,1,4.66,3.15,"Retail",105.79,"NORTH","EAST","Critical","Phone",12
"DL00656","O00747","D134","H03","OnTime",15.27,0,NA,12.29,"Retail",122.21,"EAST","South","Medium","App",2
"DL00657","O00674","D145","H01","Failed",14.98,2,1.95,17.49,"Passenger",65.56,"CENTRAL","East","Medium","Web",2
"DL00658","O01123","D001","H04","Failed",6.23,1,4.41,6.01,"Parcel",98.07,"South","West","High","App",24
"DL00659","O00308","D046","H02","OnTime",34.92,2,4.31,16.73,"Passenger",100.44,"Airport","WEST","Medium","API",12
"DL00660","O00016","D008","H02","OnTime",16.1,2,3.36,14.03,"Parcel",92.66,"Central","Ctr","Medium","App",6
"DL00661","O01038","D145","H03","OnTime",19.41,2,4.41,17.61,"Business",20.72,"West","SOUTH","Critical","Phone",6
"DL00662","O00365","D118","H03","OnTime",21.14,0,4.62,16.89,"Medical",21.18,"EAST","West","Low","Phone",4
"DL00663","O00865","D017","H03","OnTime",15.24,1,3.19,16.61,"Parcel",55.13,"EAST","South","Medium","Web",2
"DL00664","O00430","D152","H07","Failed",20.64,1,3.36,25.46,"Retail",40.49,"CENTRAL","SOUTH","Medium","API",12
"DL00665","O00268","D124","H03","Delayed",20.03,3,2.49,15.01,"Medical",71.4,"West","West","Medium","App",4
"DL00666","O00350","D055","H05","OnTime",5.38,0,4.67,10.56,"Retail",13.42,"East","WEST","High","App",4
"DL00667","O01088","D049","H08","OnTime",9.91,1,4.8,13.21,"Parcel",49.16,"north","WEST","Medium","Web",6
"DL00668","O01140","D107","H05","OnTime",19.54,0,4.57,16.84,"Passenger",97.23,"EAST","South","Low","App",6
"DL00669","O01235","D039","H08","OnTime",15.65,0,3.31,12.4,"Medical",67.31,"North","Riverside","Low","Phone",1
"DL00670","O01248","D098","H04","OnTime",11.65,1,4.28,17.56,"Retail",28.17,"South","RiverSide","Medium","App",24
"DL00671","O00005","D054","H03","OnTime",16.01,1,4.38,13.53,"Retail",125.58,"Riverside","SOUTH","Low","Phone",12
"DL00672","O00017","D108","H02","OnTime",35.33,5,4.94,19.77,"Parcel",60.9,"AIRPORT","South","Low","App",24
"DL00673","O00651","D125","H03","OnTime",13.26,0,4.71,11.92,"Parcel",7.14,"South","SOUTH","High","App",6
"DL00674","O00456","D005","H01","OnTime",12.96,1,4.96,8.1,"Parcel",87.85,"East","RiverSide","High","App",2
"DL00675","O00436","D120","H07","OnTime",23.3,3,3.5,13.77,"Medical",56.57,"Airport","NORTH","Critical","Web",1
"DL00676","O00515","D033","H05","OnTime",3.67,1,3.87,10.33,"Retail",65.74,"NORTH","NORTH","Medium","Phone",6
"DL00677","O00528","D001","H03","OnTime",18.36,2,3.82,10.56,"Passenger",126.48,"CENTRAL","Ctr","Medium","App",12
"DL00678","O00441","D133","H07","OnTime",8.13,0,4.29,6.46,"Passenger",77.58,"EAST","CENTRAL","Critical","App",12
"DL00679","O01122","D008","H04","Delayed",1.2,2,2.15,12.25,"Parcel",131.53,"SOUTH","Riverside","High","App",12
"DL00680","O01148","D064","H04","OnTime",12.17,0,4.49,8.14,"Passenger",122.59,"Ctr","Riverside","Medium","App",24
